url	label	title	all_text	comments	merged	created_time	updated_time	closed_time
https://github.com/bytedance/fedlearner/pull/1015	[]	fix(data_join): hot-fix fpath is none	fix(data_join): hot-fix fpath is nonefix logic bug when fpath is none	1	True	2022-07-14 05:27:15	2022-07-14 08:34:25	2022-07-14 08:34:25
https://github.com/bytedance/fedlearner/pull/915	[]	Add two way SGX-RA-TLS support for Worker2Worker	"Add two way SGX-RA-TLS support for Worker2Worker* Upgrade gramine version
* Add two way SGX-RA-TLS support for Worker2Worker
* Update gramine examples我们能不能不直接在测试的时候复制代码/软链接过来？ 实际代码库里面还只保留examples目录下面的example？之后可以把这些源码移动到fedleaner的example目录中 这里改下？  统一都放到use_tls这个函数里面去进行加载？ use_tls第二个参数返回下creds？这个你把老的给覆盖了我们只修改了generate_cc_env_fix.patch这个文件在哪？这里还是把第二个return删掉吧，在use_tls()中创建会浪费资源这部分没有特殊的代码吧？现在example下面就有这里我觉得可以直接返回null或者creds？"	1	True	2021-11-09 20:44:04	2021-11-12 02:44:57	2021-11-12 02:44:57
https://github.com/bytedance/fedlearner/pull/900	[]	feat(charts): update nfs client image to solve k8s 1.20 self link issue	feat(charts): update nfs client image to solve k8s 1.20 self link issueupgrade nfs-client-provisioner image version to compatible with kubernetes 1.20.	1	True	2021-10-25 04:24:53	2021-10-25 05:55:52	2021-10-25 05:55:52
https://github.com/bytedance/fedlearner/pull/897	[]	fix(log): support containerd	"fix(log): support containerdfilebeat的配置添加了支持containerd运行时的input，升级filebeat版本到7.10。
ES query匹配的field从*变成了message，防止field数目（5000）超过7.10版本1024的限制这个镜像push了吗"	1	True	2021-10-09 08:53:51	2021-10-25 15:38:03	2021-10-25 15:38:03
https://github.com/bytedance/fedlearner/pull/852	[]	feat(tree): enable label select	"feat(tree): enable label select1. support label selection in tree model
2. treat '' as 'nan'是因为label这个名字被占用了吗？不是，是想让用户选择哪个列做y"	1	True	2021-07-09 09:17:37	2021-07-21 06:51:15	2021-07-21 06:51:15
https://github.com/bytedance/fedlearner/pull/844	[]	[WebConsoleV2] fix(deloy): operator ingress tls	[WebConsoleV2] fix(deloy): operator ingress tls这个名字对吗？我怎么记得挺长的后面还会拼一个泛域名	2	True	2021-06-07 08:25:11	2021-06-11 04:54:53	2021-06-11 04:54:53
https://github.com/bytedance/fedlearner/pull/775	[]	[WebConsoleV2] Fixes client's CI by locking pnpm version.	[WebConsoleV2] Fixes client's CI by locking pnpm version.	1	True	2021-04-06 15:16:43	2021-04-06 15:20:46	2021-04-06 15:20:43
https://github.com/bytedance/fedlearner/pull/749	[]	[WebConsoleV2] Fix codetar encoding and get workflows	[WebConsoleV2] Fix codetar encoding and get workflows	1	True	2021-03-30 12:49:32	2021-03-31 03:25:53	2021-03-31 03:25:53
https://github.com/bytedance/fedlearner/pull/730	[]	[WebConsoleV2] Fix CODE encoding	[WebConsoleV2] Fix CODE encoding	1	True	2021-03-25 09:11:23	2021-03-25 09:15:09	2021-03-25 09:15:08
https://github.com/bytedance/fedlearner/pull/726	[]	pack_grad_hess	"pack_grad_hessPack Grad and Hessnit: 写个注释？二进制位数这种是不是让需要的地方生成就好了？nit: class名字最好叫名词吧，比如GradHessPacker或者GradHessEncryptor之类的注释这些再整理一下吧mod _n还需要吗？建议assert一下ciphertexts size大于0建议直接用public_key里的nsquare更自洽一点，这里设置这个参数是有什么考量吗？函数名改一下(没有在这里面send)
nit: 感觉取点有意义的名字？比如 public_key, numbers, part_index这里还是得线性发送是吧，原因是因为开了进程所以不能在进程里搞吗？我也忘了当时为啥设置这个参数了，不过这个函数我整个去掉了，一开始是为了做测试加的后台有个锁，不过线性发送效率应该差不多？这里pk和sk能不能作为pack or unpack的参数？让人误以为pack也需要私钥等48是怎么来的？ 增加下下packing溢出的test case?这个48是为了防止多个负数相加导致结果溢出，从hess的位置溢出到grad的位置。现在只有2^48个数相加才有可能发生前面说的那种溢出。2^48差不多万亿规模了，实际中应该不会发生。具体那个文档中有写。这个大概是个啥样的？
溢出不就出错了吗？可以把private_key作为decrypt_and_unpack_grad_hess那个函数的参数。需要的，有可能会出现decrypt([[-1]]*[[1]]%nsquare)等于n的情况。"	1	True	2021-03-25 03:16:56	2021-03-29 07:10:47	2021-03-29 07:10:47
